Model Functioning Without Errors,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124
,,,Opening Balance,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,215723867.6211525,208461730.07420513,200910461.61083776,193476558.9569474,185611889.1744142,177809234.9012429,169736644.57200947,161743783.07340223,153345096.77641493,145045463.0918682,136300699.8957341,127677210.96485324,118644517.01094435,109679024.5938706,100434870.51991376,91201740.70212224,81509006.4201281,71919190.60254163,61908411.549882784,52112745.34146142,41971760.74185747,31825248.13464521,21346445.005824793,10885387.150133468,1.7881393432617188e-07,1.8328428268432618e-07,1.8786638975143433e-07,1.925630494952202e-07,1.9737712573260069e-07,2.023115538759157e-07,2.0736934272281359e-07,2.1255357629088393e-07,2.1786741569815603e-07,2.2331410109060993e-07,2.2889695361787517e-07,2.3461937745832205e-07,2.404848618947801e-07,2.4649698344214956e-07,2.526594080282033e-07,2.5897589322890836e-07,2.6545029055963105e-07,2.720865478236218e-07,2.7888871151921236e-07,2.8586092930719267e-07,2.930074525398725e-07,3.003326388533693e-07,3.078409548247035e-07,3.155369786953211e-07,3.2342540316270416e-07,3.315110382417718e-07,3.3979881419781607e-07,3.482937845527615e-07,3.570011291665805e-07,3.6592615739574505e-07,3.750743113306387e-07,3.8445116911390463e-07,3.9406244834175223e-07,4.0391400955029603e-07,4.1401185978905344e-07,4.2436215628377976e-07,4.3497121019087425e-07,4.458454904456461e-07,4.5699162770678726e-07,4.6841641839945696e-07,4.801268288594434e-07,4.921299995809295e-07,5.044332495704528e-07,5.170440808097141e-07,5.299701828299569e-07,5.432194374007058e-07,5.567999233357235e-07,5.707199214191165e-07,5.849879194545945e-07,5.996126174409593e-07,6.146029328769832e-07
,,,Add Drawdown,From Table,215723867.6211525,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,215723867.6211525,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Less Scheduled Repayments,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,7262137.546947352,7551268.463367359,7433902.653890365,7864669.782533195,7802654.27317127,8072590.329233438,7992861.498607253,8398686.296987299,8299633.684546739,8744763.196134083,8623488.930880863,9032693.953908892,8965492.417073755,9244154.073956825,9233129.817791518,9692734.28199414,9589815.81758648,10010779.052658845,9795666.208421364,10140984.59960395,10146512.607212262,10478803.128820416,10461057.855691325,10885387.15013329,-4.4703483581542975e-09,-4.582107067108155e-09,-4.696659743785858e-09,-4.814076237380505e-09,-4.934428143315017e-09,-5.057788846897893e-09,-5.18423356807034e-09,-5.3138394072720985e-09,-5.446685392453901e-09,-5.582852527265248e-09,-5.72242384044688e-09,-5.865484436458051e-09,-6.012121547369502e-09,-6.1624245860537395e-09,-6.316485200705083e-09,-6.4743973307227096e-09,-6.6362572639907765e-09,-6.802163695590546e-09,-6.972217787980309e-09,-7.146523232679817e-09,-7.325186313496813e-09,-7.508315971334233e-09,-7.696023870617588e-09,-7.888424467383028e-09,-8.085635079067604e-09,-8.287775956044295e-09,-8.494970354945402e-09,-8.707344613819037e-09,-8.925028229164514e-09,-9.148153934893626e-09,-9.376857783265967e-09,-9.611279227847616e-09,-9.851561208543806e-09,-1.0097850238757401e-08,-1.0350296494726337e-08,-1.0609053907094495e-08,-1.0874280254771857e-08,-1.1146137261141153e-08,-1.1424790692669682e-08,-1.1710410459986425e-08,-1.2003170721486087e-08,-1.2303249989523238e-08,-1.2610831239261319e-08,-1.2926102020242852e-08,-1.3249254570748923e-08,-1.3580485935017647e-08,-1.3919998083393088e-08,-1.4267998035477914e-08,-1.4624697986364862e-08,-1.4990315436023982e-08,-1.5365073321924582e-08
,,,Less Cash Sweep,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Less: Refinanced Debt,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Closing Balance,,,,,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,215723867.6211525,208461730.07420513,200910461.61083776,193476558.9569474,185611889.1744142,177809234.9012429,169736644.57200947,161743783.07340223,153345096.77641493,145045463.0918682,136300699.8957341,127677210.96485324,118644517.01094435,109679024.5938706,100434870.51991376,91201740.70212224,81509006.4201281,71919190.60254163,61908411.549882784,52112745.34146142,41971760.74185747,31825248.13464521,21346445.005824793,10885387.150133468,1.7881393432617188e-07,1.8328428268432618e-07,1.8786638975143433e-07,1.925630494952202e-07,1.9737712573260069e-07,2.023115538759157e-07,2.0736934272281359e-07,2.1255357629088393e-07,2.1786741569815603e-07,2.2331410109060993e-07,2.2889695361787517e-07,2.3461937745832205e-07,2.404848618947801e-07,2.4649698344214956e-07,2.526594080282033e-07,2.5897589322890836e-07,2.6545029055963105e-07,2.720865478236218e-07,2.7888871151921236e-07,2.8586092930719267e-07,2.930074525398725e-07,3.003326388533693e-07,3.078409548247035e-07,3.155369786953211e-07,3.2342540316270416e-07,3.315110382417718e-07,3.3979881419781607e-07,3.482937845527615e-07,3.570011291665805e-07,3.6592615739574505e-07,3.750743113306387e-07,3.8445116911390463e-07,3.9406244834175223e-07,4.0391400955029603e-07,4.1401185978905344e-07,4.2436215628377976e-07,4.3497121019087425e-07,4.458454904456461e-07,4.5699162770678726e-07,4.6841641839945696e-07,4.801268288594434e-07,4.921299995809295e-07,5.044332495704528e-07,5.170440808097141e-07,5.299701828299569e-07,5.432194374007058e-07,5.567999233357235e-07,5.707199214191165e-07,5.849879194545945e-07,5.996126174409593e-07,6.146029328769832e-07,6.299680061989078e-07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Periodic Interest Rate,,,,,,,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
,,,Interest Expense,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5393096.690528813,5211543.251855128,5022761.540270944,4836913.973923685,4640297.229360355,4445230.872531073,4243416.114300237,4043594.576835056,3833627.4194103735,3626136.577296705,3407517.497393353,3191930.274121331,2966112.925273609,2741975.614846765,2510871.7629978443,2280043.517553056,2037725.1605032028,1797979.7650635408,1547710.2887470697,1302818.6335365355,1049294.0185464367,795631.2033661302,533661.1251456199,272134.6787533367,4.4703483581542975e-09,4.582107067108155e-09,4.696659743785858e-09,4.814076237380505e-09,4.934428143315017e-09,5.057788846897893e-09,5.18423356807034e-09,5.3138394072720985e-09,5.446685392453901e-09,5.582852527265248e-09,5.72242384044688e-09,5.865484436458051e-09,6.012121547369502e-09,6.1624245860537395e-09,6.316485200705083e-09,6.4743973307227096e-09,6.6362572639907765e-09,6.802163695590546e-09,6.972217787980309e-09,7.146523232679817e-09,7.325186313496813e-09,7.508315971334233e-09,7.696023870617588e-09,7.888424467383028e-09,8.085635079067604e-09,8.287775956044295e-09,8.494970354945402e-09,8.707344613819037e-09,8.925028229164514e-09,9.148153934893626e-09,9.376857783265967e-09,9.611279227847616e-09,9.851561208543806e-09,1.0097850238757401e-08,1.0350296494726337e-08,1.0609053907094495e-08,1.0874280254771857e-08,1.1146137261141153e-08,1.1424790692669682e-08,1.1710410459986425e-08,1.2003170721486087e-08,1.2303249989523238e-08,1.2610831239261319e-08,1.2926102020242852e-08,1.3249254570748923e-08,1.3580485935017647e-08,1.3919998083393088e-08,1.4267998035477914e-08,1.4624697986364862e-08,1.4990315436023982e-08,1.5365073321924582e-08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Cashflow Available for Debt Service and Debt Service for Sculpting Repayment,,,,215723867.6211525,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Cashflow Available for Debt Service,,,Present Value Cashflow Available for Debt Service,280441027.90749836,1.3000000000000005,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,16451804.508719014,16591655.229789235,16193663.452409701,16512058.883393945,16175836.953291114,16273167.562293865,15907160.896779738,16174965.135969061,15773239.435144247,16082169.705460023,15640308.35675648,15892011.496439291,15511086.945051573,15581968.595444668,15267202.055026174,15564611.139411354,15115803.271516588,15351386.463039102,14746389.446318965,14876944.20308263,14554548.613486309,14656764.63184251,14293134.675088027,14504778.377552615,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Target Debt Service,Input or Adjusted,1.3,Present Value Debt Service,215723867.6211525,1.3000000000000005,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,12655234.237476164,12762811.715222487,12456664.194161309,12701583.75645688,12442951.502531625,12517821.201764511,12236277.61290749,12442280.873822354,12133261.103957113,12370899.773430787,12031006.428274216,12224624.228030223,11931605.342347363,11986129.68880359,11744001.580789363,11972777.799547195,11627540.978089683,11808758.817722386,11343376.497168435,11443803.233140485,11195806.625758698,11274434.332186546,10994718.980836945,11157521.828886626,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Interest Rate Index,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.025,1.050625,1.0768906249999999,1.1038128906249998,1.1314082128906247,1.1596934182128902,1.1886857536682123,1.2184028975099175,1.2488629699476652,1.2800845441963566,1.3120866578012655,1.344888824246297,1.3785110448524545,1.4129738209737657,1.4482981664981096,1.4845056206605622,1.521618261177076,1.5596587177065029,1.5986501856491653,1.6386164402903942,1.679581851297654,1.721571397580095,1.7646106825195973,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871,1.8087259495825871
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Repayment Period Structured,,Commencement of Operations Datee,3,Sculpted Repayments,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
,,1,Equal Installments,,24,215723867.6211525,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,8988494.484214688,8988494.484214688,8988494.484214688,8988494.484214688,8988494.484214688,8988494.484214688,8988494.484214688,8988494.484214688,8988494.484214688,8988494.484214688,8988494.484214688,8988494.484214688,8988494.484214688,8988494.484214688,8988494.484214688,8988494.484214688,8988494.484214688,8988494.484214688,8988494.484214688,8988494.484214688,8988494.484214688,8988494.484214688,8988494.484214688,8988494.484214688,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,2,Annuity Repayments,,24,215723867.6211525,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,6668633.167159233,6835348.996338213,7006232.721246669,7181388.539277836,7360923.252759782,7544946.334078776,7733569.992430746,7926909.242241514,8125081.973297551,8328209.02262999,8536414.24819574,8749824.604400633,8968570.21951065,9192784.474998415,9422604.086873377,9658169.189045211,9899623.418771341,10147114.004240625,10400791.85434664,10660811.650705308,10927331.94197294,11200515.240522264,11480528.12153532,11767541.324573703,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,3,Sculpted Repayments,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,7262137.546947352,7551268.463367359,7433902.653890365,7864669.782533195,7802654.27317127,8072590.329233438,7992861.498607253,8398686.296987299,8299633.684546739,8744763.196134083,8623488.930880863,9032693.953908892,8965492.417073755,9244154.073956825,9233129.817791518,9692734.28199414,9589815.81758648,10010779.052658845,9795666.208421364,10140984.59960395,10146512.607212262,10478803.128820416,10461057.855691325,10885387.15013329,-4.4703483581542975e-09,-4.582107067108155e-09,-4.696659743785858e-09,-4.814076237380505e-09,-4.934428143315017e-09,-5.057788846897893e-09,-5.18423356807034e-09,-5.3138394072720985e-09,-5.446685392453901e-09,-5.582852527265248e-09,-5.72242384044688e-09,-5.865484436458051e-09,-6.012121547369502e-09,-6.1624245860537395e-09,-6.316485200705083e-09,-6.4743973307227096e-09,-6.6362572639907765e-09,-6.802163695590546e-09,-6.972217787980309e-09,-7.146523232679817e-09,-7.325186313496813e-09,-7.508315971334233e-09,-7.696023870617588e-09,-7.888424467383028e-09,-8.085635079067604e-09,-8.287775956044295e-09,-8.494970354945402e-09,-8.707344613819037e-09,-8.925028229164514e-09,-9.148153934893626e-09,-9.376857783265967e-09,-9.611279227847616e-09,-9.851561208543806e-09,-1.0097850238757401e-08,-1.0350296494726337e-08,-1.0609053907094495e-08,-1.0874280254771857e-08,-1.1146137261141153e-08,-1.1424790692669682e-08,-1.1710410459986425e-08,-1.2003170721486087e-08,-1.2303249989523238e-08,-1.2610831239261319e-08,-1.2926102020242852e-08,-1.3249254570748923e-08,-1.3580485935017647e-08,-1.3919998083393088e-08,-1.4267998035477914e-08,-1.4624697986364862e-08,-1.4990315436023982e-08,-1.5365073321924582e-08
,,3,Sculpted Repayments,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,7262137.546947352,7551268.463367359,7433902.653890365,7864669.782533195,7802654.27317127,8072590.329233438,7992861.498607253,8398686.296987299,8299633.684546739,8744763.196134083,8623488.930880863,9032693.953908892,8965492.417073755,9244154.073956825,9233129.817791518,9692734.28199414,9589815.81758648,10010779.052658845,9795666.208421364,10140984.59960395,10146512.607212262,10478803.128820416,10461057.855691325,10885387.15013329,-4.4703483581542975e-09,-4.582107067108155e-09,-4.696659743785858e-09,-4.814076237380505e-09,-4.934428143315017e-09,-5.057788846897893e-09,-5.18423356807034e-09,-5.3138394072720985e-09,-5.446685392453901e-09,-5.582852527265248e-09,-5.72242384044688e-09,-5.865484436458051e-09,-6.012121547369502e-09,-6.1624245860537395e-09,-6.316485200705083e-09,-6.4743973307227096e-09,-6.6362572639907765e-09,-6.802163695590546e-09,-6.972217787980309e-09,-7.146523232679817e-09,-7.325186313496813e-09,-7.508315971334233e-09,-7.696023870617588e-09,-7.888424467383028e-09,-8.085635079067604e-09,-8.287775956044295e-09,-8.494970354945402e-09,-8.707344613819037e-09,-8.925028229164514e-09,-9.148153934893626e-09,-9.376857783265967e-09,-9.611279227847616e-09,-9.851561208543806e-09,-1.0097850238757401e-08,-1.0350296494726337e-08,-1.0609053907094495e-08,-1.0874280254771857e-08,-1.1146137261141153e-08,-1.1424790692669682e-08,-1.1710410459986425e-08,-1.2003170721486087e-08,-1.2303249989523238e-08,-1.2610831239261319e-08,-1.2926102020242852e-08,-1.3249254570748923e-08,-1.3580485935017647e-08,-1.3919998083393088e-08,-1.4267998035477914e-08,-1.4624697986364862e-08,-1.4990315436023982e-08,-1.5365073321924582e-08
,,Active Debt Repayment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,Automated Debt Service Coverage Ratio Sculpted Repayment,,Base,Current,Difference,,Computed Repay,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,7262137.546947352,7551268.463367359,7433902.653890365,7864669.782533195,7802654.27317127,8072590.329233438,7992861.498607253,8398686.296987299,8299633.684546739,8744763.196134083,8623488.930880863,9032693.953908892,8965492.417073755,9244154.073956825,9233129.817791518,9692734.28199414,9589815.81758648,10010779.052658845,9795666.208421364,10140984.59960395,10146512.607212262,10478803.128820416,10461057.855691325,10885387.15013329,-4.4703483581542975e-09,-4.582107067108155e-09,-4.696659743785858e-09,-4.814076237380505e-09,-4.934428143315017e-09,-5.057788846897893e-09,-5.18423356807034e-09,-5.3138394072720985e-09,-5.446685392453901e-09,-5.582852527265248e-09,-5.72242384044688e-09,-5.865484436458051e-09,-6.012121547369502e-09,-6.1624245860537395e-09,-6.316485200705083e-09,-6.4743973307227096e-09,-6.6362572639907765e-09,-6.802163695590546e-09,-6.972217787980309e-09,-7.146523232679817e-09,-7.325186313496813e-09,-7.508315971334233e-09,-7.696023870617588e-09,-7.888424467383028e-09,-8.085635079067604e-09,-8.287775956044295e-09,-8.494970354945402e-09,-8.707344613819037e-09,-8.925028229164514e-09,-9.148153934893626e-09,-9.376857783265967e-09,-9.611279227847616e-09,-9.851561208543806e-09,-1.0097850238757401e-08,-1.0350296494726337e-08,-1.0609053907094495e-08,-1.0874280254771857e-08,-1.1146137261141153e-08,-1.1424790692669682e-08,-1.1710410459986425e-08,-1.2003170721486087e-08,-1.2303249989523238e-08,-1.2610831239261319e-08,-1.2926102020242852e-08,-1.3249254570748923e-08,-1.3580485935017647e-08,-1.3919998083393088e-08,-1.4267998035477914e-08,-1.4624697986364862e-08,-1.4990315436023982e-08,-1.5365073321924582e-08
,,2,Debt fixed for Risk Analysis,Start Repay,-40,-40,0,,Fixed Repay,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,52206.3558698846,52990.455176314994,53786.33105117468,54594.16036946251,53143.48371218334,53997.86741186384,54865.9869725624,55748.063224659694,56644.32054880998,57554.98693301785,49794.30074135091,50596.72116512802,59580.98992117711,60604.50084501354,61659.856892277734,62719.02767371202,63810.869583378815,64906.93700167064,66036.52597512926,67178.24062263753,68339.53846462199,69513.28441169958,62359.82864300857,63414.34477910165,72881.52612295067,74133.14721942795,75421.67492143546,76724.69868817947,78050.07061282276,79390.33824106558,80769.49951049361,82156.40722792888,83583.24709074733,85018.411668676,77458.2325780685,78728.98745089385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,Automated Debt Service Coverage Ratio Sculpted Repayment,,,True,,Difference,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,7262137.546947352,7551268.463367359,7433902.653890365,7864669.782533195,7802654.27317127,8072590.329233438,7992861.498607253,8398686.296987299,8299633.684546739,8744763.196134083,8623488.930880863,9032693.953908892,8965492.417073755,9244154.073956825,9233129.817791518,9692734.28199414,9589815.81758648,10010779.052658845,9795666.208421364,10140984.59960395,10146512.607212262,10478803.128820416,10461057.855691325,10885387.15013329,-4.4703483581542975e-09,-4.582107067108155e-09,-4.696659743785858e-09,-4.814076237380505e-09,-4.934428143315017e-09,-5.057788846897893e-09,-5.18423356807034e-09,-5.3138394072720985e-09,-5.446685392453901e-09,-5.582852527265248e-09,-5.72242384044688e-09,-5.865484436458051e-09,-6.012121547369502e-09,-6.1624245860537395e-09,-6.316485200705083e-09,-6.4743973307227096e-09,-6.6362572639907765e-09,-6.802163695590546e-09,-6.972217787980309e-09,-7.146523232679817e-09,-7.325186313496813e-09,-7.508315971334233e-09,-7.696023870617588e-09,-7.888424467383028e-09,-8.085635079067604e-09,-8.287775956044295e-09,-8.494970354945402e-09,-8.707344613819037e-09,-8.925028229164514e-09,-9.148153934893626e-09,-9.376857783265967e-09,-9.611279227847616e-09,-9.851561208543806e-09,-1.0097850238757401e-08,-1.0350296494726337e-08,-1.0609053907094495e-08,-1.0874280254771857e-08,-1.1146137261141153e-08,-1.1424790692669682e-08,-1.1710410459986425e-08,-1.2003170721486087e-08,-1.2303249989523238e-08,-1.2610831239261319e-08,-1.2926102020242852e-08,-1.3249254570748923e-08,-1.3580485935017647e-08,-1.3919998083393088e-08,-1.4267998035477914e-08,-1.4624697986364862e-08,-1.4990315436023982e-08,-1.5365073321924582e-08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Re-Financed Debt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
